genome_id,source,organism,genus,species,strain,closest_placement_reference,#Seq,Total bp,Avg,N50,N75,N90,auN,Min,Max,N50_percent,assembly,tax_id,refseq_category,refseq,genbank,refseq_genbank_identity,biosample,submitter,date,assembly_type,release_type,assembly_level,genome_representation,pubMLST,Kingdom,Phylum,Class,Order,Family,Genus,Species,Organism,Genus_cat,contigs,gc_content,genome_len,bgcs_count,bgcs_on_contig_edge,protoclusters_count,cand_clusters_count
GCF_011009695.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,E24,GCF_011009695.1,27,2015957,74665.1,318866,160013,88453,292274.384,213,444962,15.817103241785414,ASM1100969v1,1254,,GCF_011009695.1,GCA_011009695.1,yes,SAMN10822530,University of Surrey,2020-02-25,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,27,0.4223621833203783,2015957,0.0,0.0,0.0,0.0
GCF_011009715.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,F7,GCF_011009715.1,27,2093749,77546.3,318866,117017,75722,264576.154,254,436490,15.229428169279126,ASM1100971v1,1254,,GCF_011009715.1,GCA_011009715.1,yes,SAMN10822531,University of Surrey,2020-02-25,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,27,0.4219287985331575,2093749,0.0,0.0,0.0,0.0
GCF_009807935.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19152,GCF_009807935.1,19,2054624,108138.1,317934,165428,94306,253778.878,443,376032,15.474072141666795,ASM980793v1,1254,,GCF_009807935.1,GCA_009807935.1,yes,SAMN13008321,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,19,0.4220407237528618,2054624,0.0,0.0,0.0,0.0
GCF_009808975.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19150,GCF_009808975.1,21,2054827,97848.9,317934,149413,75217,247539.807,443,376032,15.472543430663508,ASM980897v1,1254,,GCF_009808975.1,GCA_009808975.1,yes,SAMN13008380,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,21,0.4220384489789164,2054827,0.0,0.0,0.0,0.0
GCF_004099675.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,L8-A,GCF_004099675.1,26,1946965,74883.3,315444,311183,101073,302485.978,207,434882,16.20183208224082,ASM409967v1,1254,,GCF_004099675.1,GCA_004099675.1,yes,SAMN10744163,Texas Tech University,2019-01-21,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,26,0.4221678355799924,1946965,1.0,1.0,1.0,1.0
GCF_004099815.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,L2-A,GCF_004099815.1,24,1948370,81182.1,315282,311183,78632,348098.601,254,519800,16.181834045894774,ASM409981v1,1254,,GCF_004099815.1,GCA_004099815.1,yes,SAMN10744156,Texas Tech University,2019-01-21,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,24,0.4221046310505705,1948370,1.0,1.0,1.0,1.0
GCF_009808145.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM18964,GCF_009808145.1,23,2074799,90208.7,314690,168120,43410,308524.789,226,502627,15.16725234588989,ASM980814v1,1254,,GCF_009808145.1,GCA_009808145.1,yes,SAMN13008304,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,23,0.4203713227160799,2074799,0.0,0.0,0.0,0.0
GCF_018448735.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,LSF1-1,GCF_018448735.1,36,2140369,59454.7,314399,135250,40987,245022.197,200,395520,14.689009231585768,ASM1844873v1,1254,,GCF_018448735.1,GCA_018448735.1,yes,SAMN19229576,Chulalongkorn University,2021-05-22,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,36,0.4204349810710209,2140369,0.0,0.0,0.0,0.0
GCF_020539305.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,MSK.2.77,GCF_020539305.1,25,1985203,79408.1,314397,311193,43691,380380.602,334,638817,15.837020193904603,ASM2053930v1,1254,,GCF_020539305.1,GCA_020539305.1,yes,SAMN22165205,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,25,0.4196840323130682,1985203,0.0,0.0,0.0,0.0
GCF_020539325.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,MSK.2.62,GCF_020539325.1,22,1985322,90241.9,313528,311193,61674,381028.957,454,638817,15.792299687405873,ASM2053932v1,1254,,GCF_020539325.1,GCA_020539325.1,yes,SAMN22165203,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,22,0.4197767415059119,1985322,0.0,0.0,0.0,0.0
GCF_020539365.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,MSK.2.27,GCF_020539365.1,25,1983494,79339.8,313528,311193,41897,352811.753,385,600210,15.80685396577958,ASM2053936v1,1254,,GCF_020539365.1,GCA_020539365.1,yes,SAMN22165202,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,25,0.4196750784222186,1983494,0.0,0.0,0.0,0.0
GCF_020539885.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,MSK.2.97,GCF_020539885.1,19,1983871,104414.3,313528,311193,61674,381503.426,385,639225,15.803850149530891,ASM2053988v1,1254,,GCF_020539885.1,GCA_020539885.1,yes,SAMN22165168,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,19,0.4197324321994726,1983871,0.0,0.0,0.0,0.0
GCF_020539925.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,MSK.2.86,GCF_020539925.1,20,1984571,99228.6,313528,305084,61413,278451.851,301,352315,15.798275798648676,ASM2053992v1,1254,,GCF_020539925.1,GCA_020539925.1,yes,SAMN22165165,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,20,0.4197541937275109,1984571,0.0,0.0,0.0,0.0
GCF_020539935.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,MSK.2.8,GCF_020539935.1,20,1983181,99159.1,313528,311193,61413,381255.519,1036,638817,15.809348718044394,ASM2053993v1,1254,,GCF_020539935.1,GCA_020539935.1,yes,SAMN22165164,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,20,0.4197766114136834,1983181,0.0,0.0,0.0,0.0
GCF_020539965.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,MSK.2.74,GCF_020539965.1,21,1984373,94494.0,313528,311193,61674,380990.581,385,638817,15.79985214473287,ASM2053996v1,1254,,GCF_020539965.1,GCA_020539965.1,yes,SAMN22165163,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,21,0.4196907537040667,1984373,0.0,0.0,0.0,0.0
GCF_020539985.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,MSK.2.67,GCF_020539985.1,22,1984270,90194.1,313528,311193,61413,381079.183,303,638817,15.800672287541516,ASM2053998v1,1254,,GCF_020539985.1,GCA_020539985.1,yes,SAMN22165161,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,22,0.4196959083189284,1984270,0.0,0.0,0.0,0.0
GCF_020539995.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,MSK.2.7,GCF_020539995.1,21,1984218,94486.6,313528,311127,43279,355466.784,506,600034,15.801086372565916,ASM2053999v1,1254,,GCF_020539995.1,GCA_020539995.1,yes,SAMN22165162,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,21,0.4197865355520411,1984218,0.0,0.0,0.0,0.0
GCF_020540025.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,MSK.2.6,GCF_020540025.1,22,1983750,90170.5,313528,311193,61622,341573.938,759,569897,15.80481411468179,ASM2054002v1,1254,,GCF_020540025.1,GCA_020540025.1,yes,SAMN22165159,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,22,0.4197751732829237,1983750,0.0,0.0,0.0,0.0
GCF_020540035.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,MSK.2.64,GCF_020540035.1,19,1984486,104446.6,313528,311193,61413,380430.877,1036,641151,15.798952474343482,ASM2054003v1,1254,,GCF_020540035.1,GCA_020540035.1,yes,SAMN22165160,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,19,0.41981752453784,1984486,0.0,0.0,0.0,0.0
GCF_020540065.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,MSK.2.55,GCF_020540065.1,22,1985162,90234.6,313528,311193,61413,380981.261,633,638817,15.793572514484964,ASM2054006v1,1254,,GCF_020540065.1,GCA_020540065.1,yes,SAMN22165158,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,22,0.4197732980985935,1985162,0.0,0.0,0.0,0.0
GCF_020540105.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,MSK.2.53,GCF_020540105.1,21,1984537,94501.8,313528,311193,61413,381018.842,506,638817,15.798546461970728,ASM2054010v1,1254,,GCF_020540105.1,GCA_020540105.1,yes,SAMN22165157,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,21,0.4197583617740561,1984537,0.0,0.0,0.0,0.0
GCF_020540145.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,MSK.2.3,GCF_020540145.1,19,1983615,104400.8,313528,311193,61674,381540.795,385,639225,15.805889751791552,ASM2054014v1,1254,,GCF_020540145.1,GCA_020540145.1,yes,SAMN22165153,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,19,0.4197291309049387,1983615,0.0,0.0,0.0,0.0
GCF_020540165.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,MSK.2.21,GCF_020540165.1,20,1985077,99253.9,313528,311193,61413,381279.181,385,638817,15.794248787326636,ASM2054016v1,1254,,GCF_020540165.1,GCA_020540165.1,yes,SAMN22165152,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,20,0.4198214981081338,1985077,0.0,0.0,0.0,0.0
GCF_020540185.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,MSK.2.2,GCF_020540185.1,19,1983938,104417.8,313528,311193,61413,378863.867,385,638817,15.803316434283731,ASM2054018v1,1254,,GCF_020540185.1,GCA_020540185.1,yes,SAMN22165151,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,19,0.4197490042531571,1983938,0.0,0.0,0.0,0.0
GCF_020540205.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,MSK.2.11,GCF_020540205.1,19,1983770,104408.9,313528,311193,61413,381276.574,385,638817,15.804654773486844,ASM2054020v1,1254,,GCF_020540205.1,GCA_020540205.1,yes,SAMN22165150,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,19,0.4197411998366746,1983770,0.0,0.0,0.0,0.0
GCF_020540245.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,MSK.2.1,GCF_020540245.1,21,1984758,94512.3,313528,311193,61413,381006.42,506,638817,15.796787316136276,ASM2054024v1,1254,,GCF_020540245.1,GCA_020540245.1,yes,SAMN22165149,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,21,0.4197625100893912,1984758,0.0,0.0,0.0,0.0
GCF_020709035.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,MSK.2.88,GCF_020709035.1,21,1984723,94510.6,313528,311127,61674,381243.249,385,638817,15.797065887783836,ASM2070903v1,1254,,GCF_020709035.1,GCA_020709035.1,yes,SAMN22165166,University of Chicago,2021-11-01,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,21,0.4197981280007336,1984723,0.0,0.0,0.0,0.0
GCF_020539895.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,MSK.2.9,GCF_020539895.1,19,1984253,104434.4,313447,311193,61674,381560.63,385,639225,15.796725518368875,ASM2053989v1,1254,,GCF_020539895.1,GCA_020539895.1,yes,SAMN22165167,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,19,0.4197504048122895,1984253,0.0,0.0,0.0,0.0
GCF_020540115.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,MSK.2.5,GCF_020540115.1,20,1983140,99157.0,313447,311193,41904,356038.88,385,600861,15.805591133253326,ASM2054011v1,1254,,GCF_020540115.1,GCA_020540115.1,yes,SAMN22165155,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,20,0.4196990631019494,1983140,0.0,0.0,0.0,0.0
GCF_020709065.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,MSK.2.51,GCF_020709065.1,23,1983995,86260.7,311193,144211,43691,330817.508,517,600034,15.68517057754682,ASM2070906v1,1254,,GCF_020709065.1,GCA_020709065.1,yes,SAMN22165156,University of Chicago,2021-11-01,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,23,0.419740473136273,1983995,0.0,0.0,0.0,0.0
GCF_020540085.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,MSK.2.4,GCF_020540085.1,25,1982188,79287.5,311127,223746,61413,264053.873,320,415046,15.696139821248035,ASM2054008v1,1254,,GCF_020540085.1,GCA_020540085.1,yes,SAMN22165154,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,25,0.4197280984447489,1982188,0.0,0.0,0.0,0.0
GCF_009808925.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM20579,GCF_009808925.1,14,1968426,140601.9,303064,145604,66455,273510.282,443,443150,15.396260768756356,ASM980892v1,1254,,GCF_009808925.1,GCA_009808925.1,yes,SAMN13008381,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,14,0.4203180612326803,1968426,0.0,0.0,0.0,0.0
GCF_009910835.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,E1,GCF_009910835.1,29,2012581,69399.3,298407,117017,40541,268752.116,210,436490,14.827080251676827,ASM991083v1,1254,,GCF_009910835.1,GCA_009910835.1,yes,SAMN11831832,University of Surrey,2020-01-21,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,29,0.4224525621577467,2012581,0.0,0.0,0.0,0.0
GCF_011009675.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,I32,GCF_011009675.1,42,2033926,48426.8,298407,116626,29460,261232.127,210,436490,14.671477723378333,ASM1100967v1,1254,,GCF_011009675.1,GCA_011009675.1,yes,SAMN10822532,University of Surrey,2020-02-25,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,42,0.4232518783869226,2033926,1.0,1.0,1.0,1.0
GCF_015555175.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,1001295B_180824_F12,GCF_015555175.1,11,1980909,180082.6,313564,141519,128757,307614.273,1464,543790,15.829298569495116,ASM1555517v1,1254,,GCF_015555175.1,GCA_015555175.1,yes,SAMN15532400,Icahn School of Medicine at Mount Sinai,2020-11-17,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,11,0.4198981376731591,1980909,0.0,0.0,0.0,0.0
GCF_013249135.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,BIO6314,GCF_013249135.1,35,1925219,55006.3,270087,131766,38151,229012.509,222,322484,14.028897491661988,ASM1324913v1,1254,,GCF_013249135.1,GCA_013249135.1,yes,SAMN14848240,Bioprox,2020-06-02,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,35,0.4215769738403787,1925219,0.0,0.0,0.0,0.0
GCF_009809755.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19136,GCF_009809755.1,21,2054052,97812.0,265273,164383,94348,250595.955,254,367913,12.914619493566862,ASM980975v1,1254,,GCF_009809755.1,GCA_009809755.1,yes,SAMN13008339,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,21,0.4219270008743693,2054052,0.0,0.0,0.0,0.0
GCF_009809855.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19133,GCF_009809855.1,20,2053928,102696.4,265273,164383,94348,250592.904,254,367913,12.9153991766021,ASM980985v1,1254,,GCF_009809855.1,GCA_009809855.1,yes,SAMN13008334,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,20,0.4219149843616718,2053928,0.0,0.0,0.0,0.0
GCF_009808045.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19134,GCF_009808045.1,18,2053771,114098.4,265262,164383,94348,250711.67,443,367913,12.915850890873422,ASM980804v1,1254,,GCF_009808045.1,GCA_009808045.1,yes,SAMN13008310,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,18,0.4219374993609316,2053771,0.0,0.0,0.0,0.0
GCF_009808155.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19139,GCF_009808155.1,19,2054095,108110.3,265224,164383,94348,250563.534,443,367913,12.911963662829615,ASM980815v1,1254,,GCF_009808155.1,GCA_009808155.1,yes,SAMN13008305,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,19,0.4219230366657822,2054095,0.0,0.0,0.0,0.0
GCF_009809625.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19149,GCF_009809625.1,23,2054234,89314.5,265218,149413,75217,244532.75,254,367467,12.91079789352138,ASM980962v1,1254,,GCF_009809625.1,GCA_009809625.1,yes,SAMN13008345,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,23,0.4220531838145021,2054234,0.0,0.0,0.0,0.0
GCF_009809845.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19135,GCF_009809845.1,19,2052861,108045.3,265209,164383,94384,250685.412,443,367913,12.918994515459156,ASM980984v1,1254,,GCF_009809845.1,GCA_009809845.1,yes,SAMN13008335,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,19,0.4219175092712073,2052861,0.0,0.0,0.0,0.0
GCF_009808405.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19141,GCF_009808405.1,20,2054019,102700.9,265205,164383,94348,250558.329,443,367913,12.91151639785221,ASM980840v1,1254,,GCF_009808405.1,GCA_009808405.1,yes,SAMN13008407,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,20,0.4219284242258713,2054019,0.0,0.0,0.0,0.0
GCF_009808005.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19140,GCF_009808005.1,20,2052501,102625.1,265190,164383,94348,250706.346,443,367913,12.920334752577466,ASM980800v1,1254,,GCF_009808005.1,GCA_009808005.1,yes,SAMN13008312,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,20,0.4218979674065932,2052501,0.0,0.0,0.0,0.0
GCF_009809235.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19151,GCF_009809235.1,24,2054044,85585.2,265184,149413,75217,243307.883,443,364597,12.910336876912082,ASM980923v1,1254,,GCF_009809235.1,GCA_009809235.1,yes,SAMN13008365,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,24,0.4220308815195779,2054044,0.0,0.0,0.0,0.0
GCF_009808365.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19142,GCF_009808365.1,19,2054038,108107.3,265171,164383,94348,250585.578,443,367913,12.909741689296888,ASM980836v1,1254,,GCF_009808365.1,GCA_009808365.1,yes,SAMN13008411,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,19,0.4219274424329053,2054038,0.0,0.0,0.0,0.0
GCF_009809725.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19148,GCF_009809725.1,23,2052705,89248.0,265145,149413,75217,244662.928,254,367467,12.916858486728488,ASM980972v1,1254,,GCF_009809725.1,GCA_009809725.1,yes,SAMN13008340,Agroscope,2019-12-30,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,23,0.4219968285749779,2052705,0.0,0.0,0.0,0.0
GCF_009807805.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19138,GCF_009807805.1,21,2054398,97828.5,265149,164383,94348,250500.395,254,367913,12.906408592687493,ASM980780v1,1254,,GCF_009807805.1,GCA_009807805.1,yes,SAMN13008323,Agroscope,2019-12-30,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,21,0.4218929340858003,2054398,0.0,0.0,0.0,0.0
GCF_009809775.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19137,GCF_009809775.1,20,2053071,102653.6,265149,164383,94348,250641.054,254,367913,12.914750634537237,ASM980977v1,1254,,GCF_009809775.1,GCA_009809775.1,yes,SAMN13008337,Agroscope,2019-12-30,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,20,0.4218870170588353,2053071,0.0,0.0,0.0,0.0
GCF_013375165.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,IRZ12B,GCF_013375165.1,11,2057497,187045.2,2024645,2024645,2024645,1992423.948,530,2024645,98.4033026536612,Unicycler,1254,,GCF_013375165.1,GCA_013375165.1,yes,SAMN15337232,Padova university,2020-06-28,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,11,0.4209473938479618,2057497,0.0,0.0,0.0,0.0
GCF_009809645.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19466,GCF_009809645.1,17,2065234,121484.4,239533,136870,78955,269091.983,443,443567,11.59834672487476,ASM980964v1,1254,,GCF_009809645.1,GCA_009809645.1,yes,SAMN13008344,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,17,0.419991148702762,2065234,0.0,0.0,0.0,0.0
GCF_009809605.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19460,GCF_009809605.1,17,2065049,121473.5,239477,136814,79268,269166.729,387,444096,11.59667397722766,ASM980960v1,1254,,GCF_009809605.1,GCA_009809605.1,yes,SAMN13008346,Agroscope,2019-12-30,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,17,0.4200026246350571,2065049,0.0,0.0,0.0,0.0
